variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
gene-SPN23F_RS01565	8.80E-01	3.10E-04	3.89E-02	-2.26E-01	1.09E-01	1.19E-01	
gene-SPN23F_RS01570	1.40E-01	6.19E-01	7.59E-01	-3.67E-02	1.19E-01	1.78E-02	
gene-SPN23F_RS01575	3.73E-01	2.80E-04	5.10E-02	-1.54E-01	7.85E-02	1.13E-01	
gene-SPN23F_RS01580	4.37E-01	2.70E-02	6.78E-01	-2.69E-02	6.47E-02	2.41E-02	
gene-SPN23F_RS01585	1.77E-01	4.82E-02	3.69E-01	-7.35E-02	8.17E-02	5.21E-02	
gene-SPN23F_RS01590	4.40E-01	1.77E-02	1.77E-05	2.85E-01	6.52E-02	2.45E-01	
gene-SPN23F_RS01595	1.83E-01	1.58E-17	7.54E-07	4.23E-01	8.36E-02	2.81E-01	
gene-SPN23F_RS01600	4.43E-01	1.30E-28	1.32E-08	4.35E-01	7.43E-02	3.21E-01	
gene-SPN23F_RS01605	8.83E-01	7.00E-01	7.72E-01	2.99E-02	1.03E-01	1.68E-02	
gene-SPN23F_RS01610	9.30E-01	7.07E-01	5.47E-01	-8.47E-02	1.40E-01	3.49E-02	
gene-SPN23F_RS01620	1.20E-01	2.25E-06	1.57E-01	2.13E-01	1.50E-01	8.19E-02	
gene-SPN23F_RS01625	8.27E-01	3.59E-01	9.37E-01	-8.11E-03	1.03E-01	4.55E-03	
gene-SPN23F_RS01630	9.77E-01	2.58E-01	4.54E-01	-1.76E-01	2.35E-01	4.33E-02	bad-chisq
gene-SPN23F_RS01645	9.53E-01	4.91E-01	5.55E-01	-1.23E-01	2.08E-01	3.42E-02	
gene-SPN23F_RS01650	9.80E-01	4.14E-01	4.28E-02	-3.22E-01	1.58E-01	1.17E-01	bad-chisq
gene-SPN23F_RS01655	7.20E-01	1.00E-08	7.01E-05	-3.14E-01	7.80E-02	2.27E-01	
gene-SPN23F_RS01660	6.90E-01	2.03E-06	1.49E-01	-1.30E-01	8.99E-02	8.35E-02	
gene-SPN23F_RS01665	8.17E-01	3.27E-01	4.86E-01	5.62E-02	8.06E-02	4.03E-02	
gene-SPN23F_RS01695	9.00E-02	2.46E-01	5.76E-01	-4.62E-02	8.25E-02	3.24E-02	
gene-SPN23F_RS01700	4.67E-02	2.75E-03	5.70E-01	-8.64E-02	1.52E-01	3.29E-02	
gene-SPN23F_RS01705	1.17E-01	6.67E-04	7.60E-01	2.19E-02	7.18E-02	1.77E-02	
gene-SPN23F_RS01710	3.00E-02	2.76E-02	8.52E-02	-2.16E-01	1.25E-01	9.96E-02	bad-chisq
gene-SPN23F_RS01745	8.07E-01	2.44E-04	1.08E-02	2.63E-01	1.03E-01	1.47E-01	
gene-SPN23F_RS01755	3.90E-01	2.74E-16	9.77E-06	3.67E-01	8.16E-02	2.52E-01	
gene-SPN23F_RS01760	2.73E-01	1.29E-08	2.32E-02	1.84E-01	8.08E-02	1.31E-01	
gene-SPN23F_RS01765	4.43E-01	1.74E-04	3.62E-01	-7.84E-02	8.59E-02	5.28E-02	
gene-SPN23F_RS01770	2.33E-01	2.40E-07	7.60E-02	1.76E-01	9.88E-02	1.03E-01	
gene-SPN23F_RS01780	6.13E-01	1.36E-03	8.41E-01	-1.69E-02	8.42E-02	1.16E-02	
gene-SPN23F_RS01785	9.23E-01	3.86E-01	6.77E-01	-5.25E-02	1.26E-01	2.42E-02	
gene-SPN23F_RS01790	3.07E-01	9.03E-04	5.81E-01	-4.97E-02	9.01E-02	3.20E-02	
gene-SPN23F_RS01795	5.43E-01	4.98E-02	5.14E-01	-5.89E-02	9.01E-02	3.78E-02	
gene-SPN23F_RS01800	6.77E-01	3.90E-01	2.58E-01	7.85E-02	6.93E-02	6.55E-02	
gene-SPN23F_RS01805	9.03E-01	2.10E-01	7.26E-01	-3.48E-02	9.92E-02	2.03E-02	
gene-SPN23F_RS12810	5.40E-01	1.89E-01	5.89E-01	-4.86E-02	8.98E-02	3.13E-02	
gene-SPN23F_RS14065	7.67E-01	1.69E-05	1.98E-01	-1.25E-01	9.67E-02	7.45E-02	
gene-SPN23F_RS01820	4.60E-01	5.50E-03	2.97E-01	-8.86E-02	8.49E-02	6.04E-02	
gene-SPN23F_RS01825	2.87E-01	6.79E-07	3.04E-01	1.08E-01	1.04E-01	5.96E-02	
gene-SPN23F_RS01830	9.50E-01	1.12E-01	5.55E-01	7.93E-02	1.34E-01	3.42E-02	
gene-SPN23F_RS01835	8.17E-01	1.32E-02	6.82E-01	5.01E-02	1.22E-01	2.38E-02	
gene-SPN23F_RS01840	5.50E-01	3.45E-02	3.82E-01	-8.02E-02	9.16E-02	5.06E-02	
gene-SPN23F_RS01845	8.90E-01	3.65E-01	4.65E-01	8.32E-02	1.14E-01	4.23E-02	
gene-SPN23F_RS01850	1.77E-01	4.84E-01	4.71E-01	7.85E-02	1.09E-01	4.17E-02	
gene-SPN23F_RS01870	2.73E-01	9.67E-01	5.90E-01	-4.38E-02	8.13E-02	3.12E-02	
gene-SPN23F_RS01875	8.20E-01	4.21E-01	3.96E-01	8.13E-02	9.56E-02	4.92E-02	
gene-SPN23F_RS01880	5.00E-02	6.35E-01	3.84E-01	2.80E-01	3.21E-01	5.05E-02	
gene-SPN23F_RS01930	5.83E-01	2.51E-02	2.43E-01	-1.30E-01	1.11E-01	6.76E-02	
gene-SPN23F_RS01935	9.83E-01	7.88E-01	8.35E-01	5.81E-02	2.79E-01	1.21E-02	bad-chisq
gene-SPN23F_RS01940	3.07E-01	2.45E-01	7.33E-02	2.21E-01	1.23E-01	1.04E-01	
gene-SPN23F_RS01945	8.07E-01	1.84E-05	9.89E-01	1.59E-03	1.17E-01	7.83E-04	
gene-SPN23F_RS01950	3.67E-02	1.50E-01	8.58E-01	4.87E-02	2.72E-01	1.04E-02	
gene-SPN23F_RS01955	3.93E-01	6.24E-02	7.72E-01	-2.99E-02	1.03E-01	1.68E-02	
gene-SPN23F_RS01960	8.23E-01	7.98E-01	5.94E-01	-7.53E-02	1.41E-01	3.09E-02	
gene-SPN23F_RS01965	7.60E-01	3.50E-01	3.55E-01	9.89E-02	1.07E-01	5.36E-02	
gene-SPN23F_RS01970	2.00E-02	3.57E-01	9.84E-01	1.36E-02	6.71E-01	1.17E-03	bad-chisq
gene-SPN23F_RS01975	6.73E-01	4.03E-04	6.75E-02	2.27E-01	1.24E-01	1.06E-01	
gene-SPN23F_RS01980	6.40E-01	1.33E-04	7.86E-02	1.69E-01	9.59E-02	1.02E-01	
gene-SPN23F_RS01985	2.23E-01	1.44E-01	8.52E-01	2.59E-02	1.39E-01	1.08E-02	
gene-SPN23F_RS01990	5.47E-01	6.02E-02	3.58E-01	9.73E-02	1.06E-01	5.32E-02	
gene-SPN23F_RS01995	3.67E-02	7.24E-02	7.33E-01	-1.28E-01	3.74E-01	1.98E-02	bad-chisq
gene-SPN23F_RS02000	3.33E-02	8.66E-06	3.50E-01	4.56E-01	4.87E-01	5.41E-02	bad-chisq
gene-SPN23F_RS02005	1.37E-01	1.49E-01	9.92E-01	1.19E-03	1.22E-01	5.66E-04	
gene-SPN23F_RS02010	1.00E-02	2.08E-01	5.14E-01	-2.93E-01	4.49E-01	3.78E-02	bad-chisq
gene-SPN23F_RS02015	4.90E-01	3.99E-01	1.39E-02	-2.55E-01	1.03E-01	1.42E-01	
gene-SPN23F_RS02020	2.93E-01	3.76E-02	3.37E-01	-1.06E-01	1.10E-01	5.56E-02	
gene-SPN23F_RS02025	6.47E-01	3.59E-01	6.65E-01	5.90E-02	1.36E-01	2.51E-02	
gene-SPN23F_RS02030	5.00E-02	3.02E-01	5.93E-01	1.26E-01	2.36E-01	3.10E-02	
gene-SPN23F_RS02035	3.37E-01	9.34E-01	1.20E-01	1.70E-01	1.09E-01	8.99E-02	
gene-SPN23F_RS02040	8.67E-02	9.75E-01	5.49E-01	1.36E-01	2.26E-01	3.48E-02	
gene-SPN23F_RS02045	8.00E-02	5.74E-02	6.03E-01	9.19E-02	1.76E-01	3.01E-02	
gene-SPN23F_RS02050	8.00E-02	5.74E-02	7.37E-01	-4.89E-02	1.45E-01	1.95E-02	
gene-SPN23F_RS02055	5.90E-01	3.01E-02	5.12E-01	8.80E-02	1.34E-01	3.80E-02	
gene-SPN23F_RS02060	8.67E-02	3.70E-01	6.77E-01	-7.15E-02	1.72E-01	2.41E-02	
gene-SPN23F_RS02075	1.80E-01	2.63E-01	9.31E-01	-1.43E-02	1.64E-01	5.06E-03	
gene-SPN23F_RS02080	3.33E-01	1.09E-03	8.78E-01	3.04E-02	1.98E-01	8.90E-03	
gene-SPN23F_RS02090	8.70E-01	5.60E-01	4.66E-01	-1.07E-01	1.47E-01	4.23E-02	
gene-SPN23F_RS02095	5.20E-01	5.62E-07	4.61E-01	-9.23E-02	1.25E-01	4.28E-02	
gene-SPN23F_RS02100	8.40E-01	5.09E-04	2.48E-01	1.56E-01	1.35E-01	6.70E-02	
gene-SPN23F_RS02105	4.80E-01	4.02E-01	4.98E-02	1.76E-01	8.94E-02	1.13E-01	
gene-SPN23F_RS02125	6.03E-01	3.03E-01	6.16E-01	5.72E-02	1.14E-01	2.91E-02	
gene-SPN23F_RS02130	2.77E-01	6.82E-04	5.92E-01	-5.70E-02	1.06E-01	3.11E-02	
gene-SPN23F_RS02135	2.33E-02	3.65E-02	3.96E-01	3.86E-01	4.54E-01	4.92E-02	bad-chisq
gene-SPN23F_RS02140	3.93E-01	3.85E-01	6.74E-01	-4.33E-02	1.03E-01	2.44E-02	
gene-SPN23F_RS02145	3.03E-01	1.45E-02	5.83E-01	-6.98E-02	1.27E-01	3.19E-02	
gene-SPN23F_RS02150	3.00E-02	1.36E-01	4.16E-01	-1.79E-01	2.20E-01	4.72E-02	bad-chisq
gene-SPN23F_RS02155	4.00E-01	1.50E-01	3.82E-01	9.66E-02	1.10E-01	5.07E-02	
gene-SPN23F_RS02160	2.33E-01	5.81E-04	5.60E-01	-6.05E-02	1.04E-01	3.38E-02	
gene-SPN23F_RS02165	2.67E-01	3.83E-02	2.73E-01	-1.32E-01	1.20E-01	6.35E-02	
gene-SPN23F_RS02170	4.57E-01	1.45E-01	8.65E-01	2.11E-02	1.24E-01	9.86E-03	
gene-SPN23F_RS02185	5.87E-01	2.74E-01	8.58E-01	1.08E-02	6.04E-02	1.04E-02	
gene-SPN23F_RS02190	2.73E-01	5.10E-02	4.59E-01	-1.01E-01	1.37E-01	4.29E-02	
gene-SPN23F_RS02195	6.90E-01	1.19E-01	8.28E-01	-2.73E-02	1.26E-01	1.26E-02	
gene-SPN23F_RS02200	1.27E-01	9.86E-01	6.61E-01	-5.97E-02	1.36E-01	2.54E-02	
gene-SPN23F_RS02205	1.10E-01	2.88E-04	2.77E-01	-1.88E-01	1.73E-01	6.29E-02	
gene-SPN23F_RS02215	1.97E-01	7.48E-03	1.60E-01	2.38E-01	1.69E-01	8.13E-02	
gene-SPN23F_RS02240	6.27E-01	1.75E-02	3.88E-03	3.10E-01	1.07E-01	1.66E-01	
gene-SPN23F_RS02245	3.60E-01	7.96E-02	1.97E-02	2.25E-01	9.59E-02	1.35E-01	
gene-SPN23F_RS02250	2.47E-01	6.53E-01	7.92E-03	-3.02E-01	1.13E-01	1.53E-01	
gene-SPN23F_RS02255	4.53E-01	2.30E-02	5.10E-02	1.70E-01	8.67E-02	1.13E-01	
gene-SPN23F_RS13225	3.33E-01	4.23E-04	3.83E-03	3.02E-01	1.04E-01	1.66E-01	
gene-SPN23F_RS02265	5.47E-01	4.25E-02	6.17E-01	-6.85E-02	1.37E-01	2.90E-02	
gene-SPN23F_RS02270	2.23E-01	1.44E-01	3.79E-01	-9.68E-02	1.10E-01	5.10E-02	
gene-SPN23F_RS02275	6.10E-01	8.36E-01	2.75E-02	2.25E-01	1.01E-01	1.27E-01	
gene-SPN23F_RS02280	1.13E-01	9.00E-01	7.88E-01	5.11E-02	1.90E-01	1.56E-02	
gene-SPN23F_RS02285	7.10E-01	9.72E-01	9.63E-01	-5.72E-03	1.22E-01	2.72E-03	
gene-SPN23F_RS02290	4.93E-01	6.51E-03	2.86E-02	2.04E-01	9.26E-02	1.26E-01	
gene-SPN23F_RS02295	7.53E-01	4.64E-01	8.92E-02	-1.79E-01	1.05E-01	9.83E-02	
gene-SPN23F_RS02300	1.60E-01	1.40E-04	6.53E-01	-8.13E-02	1.81E-01	2.61E-02	
gene-SPN23F_RS14075	3.47E-01	1.45E-01	5.66E-01	-7.94E-02	1.38E-01	3.33E-02	
gene-SPN23F_RS02305	1.20E-01	1.73E-02	7.85E-01	-5.32E-02	1.94E-01	1.58E-02	
gene-SPN23F_RS02310	3.47E-01	6.83E-04	3.98E-01	1.06E-01	1.26E-01	4.89E-02	
gene-SPN23F_RS02320	1.07E-01	9.96E-01	4.33E-01	-1.47E-01	1.88E-01	4.54E-02	
gene-SPN23F_RS02325	1.63E-01	3.53E-01	9.15E-01	1.39E-02	1.30E-01	6.19E-03	
gene-SPN23F_RS02330	4.33E-02	3.82E-01	3.74E-01	2.26E-01	2.54E-01	5.15E-02	
gene-SPN23F_RS02335	4.17E-01	2.34E-04	9.36E-01	7.12E-03	8.85E-02	4.67E-03	
gene-SPN23F_RS11955	3.67E-02	7.24E-02	9.50E-01	-1.65E-02	2.62E-01	3.64E-03	bad-chisq
gene-SPN23F_RS13775	4.00E-01	9.60E-01	9.19E-01	-1.60E-02	1.57E-01	5.90E-03	
gene-SPN23F_RS02350	3.67E-02	1.45E-02	3.60E-01	-2.22E-01	2.42E-01	5.30E-02	bad-chisq
gene-SPN23F_RS02360	1.37E-01	1.65E-01	5.41E-01	5.93E-02	9.68E-02	3.55E-02	
gene-SPN23F_RS02365	4.00E-01	3.40E-03	3.28E-01	8.94E-02	9.11E-02	5.67E-02	
gene-SPN23F_RS02370	7.87E-01	5.47E-01	9.24E-01	-1.20E-02	1.25E-01	5.56E-03	
gene-SPN23F_RS02380	7.77E-01	7.70E-01	7.51E-01	3.83E-02	1.21E-01	1.84E-02	
gene-SPN23F_RS02385	9.50E-01	9.33E-01	5.71E-01	1.08E-01	1.90E-01	3.28E-02	
gene-SPN23F_RS02390	2.80E-01	3.33E-03	7.85E-01	-3.30E-02	1.21E-01	1.58E-02	
gene-SPN23F_RS02395	1.93E-01	6.41E-04	4.67E-01	1.07E-01	1.47E-01	4.22E-02	
gene-SPN23F_RS02400	8.00E-01	8.94E-03	1.82E-01	1.79E-01	1.34E-01	7.72E-02	
gene-SPN23F_RS02405	4.97E-01	1.38E-03	6.27E-01	-6.55E-02	1.35E-01	2.82E-02	
gene-SPN23F_RS13365	7.30E-01	1.12E-01	8.53E-01	-1.19E-02	6.41E-02	1.07E-02	
gene-SPN23F_RS02415	3.00E-02	1.36E-01	9.86E-01	-2.78E-03	1.56E-01	1.03E-03	bad-chisq
gene-SPN23F_RS02420	2.23E-01	1.45E-01	2.54E-01	-1.27E-01	1.12E-01	6.61E-02	
gene-SPN23F_RS02425	5.57E-01	4.92E-06	1.95E-01	1.27E-01	9.77E-02	7.50E-02	
gene-SPN23F_RS02430	7.30E-01	2.51E-01	4.76E-02	-2.45E-01	1.23E-01	1.14E-01	
gene-SPN23F_RS02435	4.63E-01	5.07E-01	9.16E-01	1.06E-02	9.97E-02	6.14E-03	
gene-SPN23F_RS02440	6.00E-01	2.97E-01	6.25E-01	5.14E-02	1.05E-01	2.83E-02	
gene-SPN23F_RS02445	7.30E-01	6.22E-02	3.87E-01	8.50E-02	9.81E-02	5.01E-02	
gene-SPN23F_RS02450	8.10E-01	8.60E-01	5.34E-01	-1.04E-01	1.68E-01	3.60E-02	
gene-SPN23F_RS02455	5.60E-01	5.99E-02	7.43E-01	3.29E-02	1.00E-01	1.90E-02	
gene-SPN23F_RS02460	7.40E-01	3.72E-01	9.12E-01	1.17E-02	1.06E-01	6.40E-03	
gene-SPN23F_RS02465	7.80E-01	2.40E-03	2.08E-02	2.53E-01	1.09E-01	1.33E-01	
gene-SPN23F_RS14160	5.07E-01	4.33E-05	4.69E-01	7.18E-02	9.90E-02	4.20E-02	
gene-SPN23F_RS02475	1.37E-01	2.76E-01	4.83E-01	4.67E-02	6.65E-02	4.06E-02	
gene-SPN23F_RS02480	9.00E-02	3.35E-01	7.71E-01	3.69E-02	1.27E-01	1.69E-02	
gene-SPN23F_RS02485	4.87E-01	5.54E-02	3.98E-01	7.68E-02	9.07E-02	4.90E-02	
gene-SPN23F_RS02490	4.37E-01	6.20E-01	2.85E-01	1.08E-01	1.01E-01	6.19E-02	
gene-SPN23F_RS02495	1.03E-01	2.42E-02	8.05E-01	-4.16E-02	1.68E-01	1.43E-02	
gene-SPN23F_RS02520	2.40E-01	2.23E-01	4.36E-01	7.81E-02	1.00E-01	4.52E-02	
gene-SPN23F_RS02525	7.97E-01	7.76E-01	7.32E-01	3.96E-02	1.15E-01	1.99E-02	
gene-SPN23F_RS02530	1.53E-01	2.19E-02	2.75E-02	-3.00E-01	1.35E-01	1.27E-01	
gene-SPN23F_RS02535	5.60E-01	3.67E-01	6.42E-02	-2.29E-01	1.23E-01	1.07E-01	
gene-SPN23F_RS02540	6.67E-02	4.24E-03	4.96E-01	-1.64E-01	2.41E-01	3.94E-02	bad-chisq
gene-SPN23F_RS02545	4.67E-01	6.37E-01	3.02E-01	1.25E-01	1.21E-01	5.98E-02	
gene-SPN23F_RS02550	3.47E-01	1.31E-02	5.32E-01	-7.52E-02	1.20E-01	3.62E-02	
gene-SPN23F_RS02555	3.00E-02	1.36E-01	7.68E-01	-8.06E-02	2.73E-01	1.71E-02	bad-chisq
gene-SPN23F_RS02560	1.67E-02	1.03E-01	6.88E-01	-1.72E-01	4.26E-01	2.33E-02	bad-chisq
gene-SPN23F_RS02565	3.20E-01	9.92E-01	8.62E-01	1.56E-02	8.98E-02	1.00E-02	
gene-SPN23F_RS02570	5.83E-01	1.45E-02	2.37E-01	1.21E-01	1.02E-01	6.85E-02	
gene-SPN23F_RS02575	1.00E-01	1.34E-01	4.44E-01	1.42E-01	1.86E-01	4.44E-02	
gene-SPN23F_RS02580	6.73E-01	1.04E-03	4.61E-01	9.43E-02	1.28E-01	4.27E-02	
gene-SPN23F_RS02585	5.50E-01	2.25E-06	3.40E-01	1.11E-01	1.16E-01	5.53E-02	
gene-SPN23F_RS13780	2.47E-01	2.81E-03	9.60E-02	1.13E-01	6.74E-02	9.63E-02	
gene-SPN23F_RS02590	6.00E-02	2.88E-03	1.37E-01	5.40E-01	3.62E-01	8.60E-02	
gene-SPN23F_RS02595	7.93E-01	4.92E-01	5.63E-01	9.90E-02	1.71E-01	3.35E-02	
gene-SPN23F_RS02600	4.10E-01	7.61E-01	7.55E-01	-3.35E-02	1.07E-01	1.81E-02	
gene-SPN23F_RS02605	4.73E-01	1.61E-01	6.64E-01	4.85E-02	1.12E-01	2.52E-02	
gene-SPN23F_RS02610	5.03E-01	3.97E-03	8.38E-01	2.17E-02	1.06E-01	1.19E-02	
gene-SPN23F_RS02615	8.00E-01	6.27E-01	4.37E-01	1.41E-01	1.81E-01	4.51E-02	
gene-SPN23F_RS02620	2.87E-01	6.92E-01	8.59E-01	1.72E-02	9.67E-02	1.03E-02	
gene-SPN23F_RS02625	8.23E-01	9.50E-01	2.34E-01	4.07E-01	3.41E-01	6.89E-02	
gene-SPN23F_RS02630	4.70E-01	1.74E-04	4.37E-01	8.15E-02	1.05E-01	4.50E-02	
gene-SPN23F_RS02635	5.60E-01	5.12E-01	5.00E-01	8.64E-02	1.28E-01	3.91E-02	
gene-SPN23F_RS02660	7.80E-01	1.44E-02	3.05E-01	-1.27E-01	1.24E-01	5.94E-02	
gene-SPN23F_RS02665	5.20E-01	1.02E-02	6.22E-01	-5.45E-02	1.11E-01	2.85E-02	
gene-SPN23F_RS02670	8.20E-01	8.84E-01	7.12E-01	-5.38E-02	1.46E-01	2.14E-02	
gene-SPN23F_RS02675	6.63E-01	2.56E-02	1.87E-01	1.33E-01	1.01E-01	7.63E-02	
gene-SPN23F_RS02680	5.30E-01	2.22E-05	9.12E-01	1.00E-02	9.12E-02	6.38E-03	
gene-SPN23F_RS02685	6.30E-01	7.80E-01	7.84E-01	2.54E-02	9.24E-02	1.59E-02	
gene-SPN23F_RS02690	7.57E-01	3.85E-01	6.16E-01	5.89E-02	1.17E-01	2.91E-02	
gene-SPN23F_RS02695	7.93E-01	4.15E-01	2.88E-02	-3.18E-01	1.45E-01	1.26E-01	
gene-SPN23F_RS02705	6.17E-01	1.68E-01	2.09E-01	-1.49E-01	1.18E-01	7.28E-02	
gene-SPN23F_RS02710	7.70E-01	9.29E-01	1.00E-01	-2.15E-01	1.31E-01	9.52E-02	
gene-SPN23F_RS02715	7.13E-01	9.95E-05	5.25E-02	-2.52E-01	1.30E-01	1.12E-01	
gene-SPN23F_RS02720	7.20E-01	9.65E-01	6.01E-01	6.75E-02	1.29E-01	3.03E-02	
gene-SPN23F_RS02725	4.63E-01	3.30E-04	7.42E-01	-3.38E-02	1.03E-01	1.91E-02	
gene-SPN23F_RS02730	7.00E-01	1.94E-01	4.94E-01	-5.87E-02	8.57E-02	3.96E-02	
gene-SPN23F_RS02735	7.03E-01	3.59E-01	8.68E-01	-2.89E-02	1.74E-01	9.64E-03	
gene-SPN23F_RS02740	1.67E-02	1.03E-01	6.54E-01	-1.88E-01	4.20E-01	2.60E-02	bad-chisq
gene-SPN23F_RS02745	6.40E-01	1.24E-01	6.87E-01	-4.29E-02	1.07E-01	2.33E-02	
gene-SPN23F_RS02755	8.40E-01	6.14E-01	7.53E-01	-5.98E-02	1.90E-01	1.82E-02	
gene-SPN23F_RS02765	5.97E-01	3.42E-02	7.55E-01	-3.24E-02	1.04E-01	1.81E-02	
gene-SPN23F_RS02770	5.00E-01	3.95E-01	8.18E-01	2.24E-02	9.75E-02	1.33E-02	
gene-SPN23F_RS02775	6.00E-02	3.23E-02	5.19E-01	-1.52E-01	2.35E-01	3.74E-02	
gene-SPN23F_RS13785	4.87E-01	3.15E-01	9.87E-01	1.54E-03	9.78E-02	9.15E-04	
gene-SPN23F_RS02780	3.47E-01	9.40E-01	9.67E-01	4.22E-03	1.03E-01	2.38E-03	
gene-SPN23F_RS02785	7.47E-01	8.00E-01	4.00E-01	9.52E-02	1.13E-01	4.88E-02	
gene-SPN23F_RS02790	4.33E-02	3.86E-02	9.22E-01	-1.74E-02	1.79E-01	5.64E-03	bad-chisq
gene-SPN23F_RS02795	8.17E-01	1.08E-02	7.12E-01	3.51E-02	9.53E-02	2.14E-02	
gene-SPN23F_RS02800	9.03E-01	9.86E-01	9.07E-01	-1.61E-02	1.38E-01	6.76E-03	
gene-SPN23F_RS02805	8.23E-01	7.98E-01	7.97E-01	-2.89E-02	1.13E-01	1.49E-02	
gene-SPN23F_RS02810	9.10E-01	5.14E-06	3.16E-01	-1.73E-01	1.72E-01	5.81E-02	
gene-SPN23F_RS02815	8.97E-01	5.12E-01	5.00E-01	9.72E-02	1.44E-01	3.91E-02	
gene-SPN23F_RS02820	9.23E-01	6.14E-01	9.26E-01	-1.61E-02	1.74E-01	5.39E-03	
gene-SPN23F_RS02825	9.00E-02	1.13E-01	4.33E-01	1.10E-01	1.40E-01	4.55E-02	
gene-SPN23F_RS02830	5.60E-01	2.52E-01	3.68E-01	9.18E-02	1.02E-01	5.22E-02	
gene-SPN23F_RS02835	4.10E-01	4.19E-02	4.65E-01	-8.19E-02	1.12E-01	4.23E-02	
gene-SPN23F_RS02840	5.60E-01	4.16E-01	4.17E-01	-7.50E-02	9.22E-02	4.70E-02	
gene-SPN23F_RS02845	4.17E-01	3.29E-03	1.76E-01	1.27E-01	9.36E-02	7.83E-02	
gene-SPN23F_RS02850	7.77E-01	4.11E-02	8.43E-01	3.46E-02	1.75E-01	1.15E-02	
gene-SPN23F_RS02860	5.93E-01	3.36E-01	7.22E-01	4.37E-02	1.23E-01	2.06E-02	
gene-SPN23F_RS02865	6.63E-01	7.33E-01	9.20E-01	-1.31E-02	1.30E-01	5.84E-03	
gene-SPN23F_RS02870	6.67E-01	8.63E-01	6.44E-01	-6.06E-02	1.31E-01	2.67E-02	
gene-SPN23F_RS02875	2.23E-01	1.45E-01	5.30E-01	1.10E-01	1.76E-01	3.64E-02	
gene-SPN23F_RS02890	1.27E-01	4.54E-01	6.22E-01	-7.24E-02	1.47E-01	2.86E-02	
gene-SPN23F_RS02895	7.20E-01	5.25E-02	7.49E-02	-1.71E-01	9.56E-02	1.03E-01	
gene-SPN23F_RS02900	6.37E-01	6.90E-01	4.31E-01	-1.12E-01	1.43E-01	4.56E-02	
gene-SPN23F_RS02905	5.87E-01	1.13E-01	3.66E-02	-1.87E-01	8.91E-02	1.21E-01	
gene-SPN23F_RS02910	1.47E-01	2.24E-03	6.21E-01	-7.85E-02	1.59E-01	2.86E-02	
gene-SPN23F_RS02915	3.67E-02	8.85E-01	8.68E-01	3.80E-02	2.29E-01	9.63E-03	
gene-SPN23F_RS13485	4.83E-01	5.42E-04	6.00E-01	-5.66E-02	1.08E-01	3.04E-02	
gene-SPN23F_RS13795	5.27E-01	8.54E-01	1.51E-01	-1.52E-01	1.05E-01	8.32E-02	
gene-SPN23F_RS14165	1.33E-01	5.58E-05	3.10E-01	-1.62E-01	1.59E-01	5.88E-02	
gene-SPN23F_RS02935	4.93E-01	1.20E-04	1.63E-01	-1.53E-01	1.10E-01	8.07E-02	
gene-SPN23F_RS02940	2.57E-01	4.98E-01	4.63E-01	-8.10E-02	1.10E-01	4.25E-02	
gene-SPN23F_RS02945	1.13E-01	2.07E-04	6.06E-01	-7.63E-02	1.48E-01	2.99E-02	
gene-SPN23F_RS14170	4.90E-01	7.04E-06	3.26E-01	-9.69E-02	9.85E-02	5.69E-02	
gene-SPN23F_RS02950	5.17E-01	2.04E-01	3.15E-01	-1.05E-01	1.05E-01	5.82E-02	
gene-SPN23F_RS13800	5.63E-01	8.72E-02	4.59E-01	4.45E-02	6.01E-02	4.29E-02	
gene-SPN23F_RS02965	8.30E-01	2.59E-01	2.86E-01	-1.41E-01	1.32E-01	6.18E-02	
gene-SPN23F_RS02970	1.10E-01	8.98E-01	4.90E-01	8.05E-02	1.17E-01	4.00E-02	
gene-SPN23F_RS02975	1.03E-01	1.80E-01	4.55E-01	1.29E-01	1.72E-01	4.33E-02	
gene-SPN23F_RS02980	4.70E-01	1.74E-04	2.78E-01	-1.30E-01	1.19E-01	6.28E-02	
gene-SPN23F_RS14175	7.90E-01	5.72E-02	6.09E-01	-9.67E-02	1.89E-01	2.97E-02	
gene-SPN23F_RS13810	8.10E-01	8.43E-02	6.44E-01	6.10E-02	1.32E-01	2.68E-02	
gene-SPN23F_RS03000	5.53E-01	3.29E-01	7.52E-01	-3.54E-02	1.12E-01	1.83E-02	
gene-SPN23F_RS03015	3.10E-01	8.07E-01	9.93E-01	9.57E-04	1.13E-01	4.88E-04	
gene-SPN23F_RS03020	5.33E-01	2.17E-01	2.82E-01	-1.02E-01	9.46E-02	6.23E-02	
gene-SPN23F_RS03025	5.43E-01	6.32E-01	5.77E-01	5.84E-02	1.05E-01	3.23E-02	
gene-SPN23F_RS03030	1.53E-01	2.70E-04	1.21E-01	-2.01E-01	1.29E-01	8.97E-02	
gene-SPN23F_RS03035	2.87E-01	1.04E-02	6.16E-01	-5.54E-02	1.10E-01	2.91E-02	
gene-SPN23F_RS03040	4.33E-02	3.86E-02	5.44E-01	-1.61E-01	2.65E-01	3.52E-02	bad-chisq
gene-SPN23F_RS03045	4.97E-01	5.65E-02	3.55E-01	9.44E-02	1.02E-01	5.35E-02	
gene-SPN23F_RS03050	1.10E-01	7.95E-01	7.92E-01	4.44E-02	1.68E-01	1.53E-02	
