GeneID	Annotation
gene-SPN23F_RS06945	SPN23F_RS06945
cds-WP_000517372.1	WP_000517372.1
gene-SPN23F_RS06950	SPN23F_RS06950
cds-WP_000895040.1	WP_000895040.1
gene-SPN23F_RS06955	lgt
cds-WP_000886661.1	WP_000886661.1
gene-SPN23F_RS06960	hprK
cds-WP_000115143.1	WP_000115143.1
gene-SPN23F_RS06965	rpsU
cds-WP_000048055.1	WP_000048055.1
gene-SPN23F_RS06970	SPN23F_RS06970
cds-WP_000864617.1	WP_000864617.1
gene-SPN23F_RS06975	queA
cds-WP_001090149.1	WP_001090149.1
gene-SPN23F_RS14125	SPN23F_RS14125
cds-WP_000240828.1	WP_000240828.1
gene-SPN23F_RS14210	SPN23F_RS14210
cds-WP_306423773.1	WP_306423773.1
gene-SPN23F_RS06990	SPN23F_RS06990
cds-WP_000835661.1	WP_000835661.1
gene-SPN23F_RS06995	nadE
cds-WP_000058033.1	WP_000058033.1
gene-SPN23F_RS07000	SPN23F_RS07000
cds-WP_000283118.1	WP_000283118.1
gene-SPN23F_RS07005	SPN23F_RS07005
cds-WP_000797183.1	WP_000797183.1
gene-SPN23F_RS07010	SPN23F_RS07010
cds-WP_001107505.1	WP_001107505.1
cds-SPN23F_RS07015	
cds-SPN23F_RS07020	
cds-SPN23F_RS07025	
gene-SPN23F_RS12405	SPN23F_RS12405
cds-WP_001810463.1	WP_001810463.1
gene-SPN23F_RS07035	SPN23F_RS07035
cds-WP_000169077.1	WP_000169077.1
cds-SPN23F_RS13930	
gene-SPN23F_RS07050	SPN23F_RS07050
cds-WP_000217307.1	WP_000217307.1
gene-SPN23F_RS07055	SPN23F_RS07055
cds-WP_000122904.1	WP_000122904.1
gene-SPN23F_RS07060	SPN23F_RS07060
cds-WP_000708386.1	WP_000708386.1
gene-SPN23F_RS07065	SPN23F_RS07065
cds-WP_000657825.1	WP_000657825.1
gene-SPN23F_RS07070	SPN23F_RS07070
cds-WP_000368971.1	WP_000368971.1
gene-SPN23F_RS07075	SPN23F_RS07075
cds-WP_000102999.1	WP_000102999.1
gene-SPN23F_RS07080	SPN23F_RS07080
cds-WP_000229353.1	WP_000229353.1
cds-SPN23F_RS07085	
cds-SPN23F_RS13935	
gene-SPN23F_RS07100	SPN23F_RS07100
cds-WP_000691850.1	WP_000691850.1
gene-SPN23F_RS07105	tnpB
cds-WP_001248797.1	WP_001248797.1
gene-SPN23F_RS07110	SPN23F_RS07110
cds-WP_001136122.1	WP_001136122.1
gene-SPN23F_RS07115	guaA
cds-WP_000065720.1	WP_000065720.1
gene-SPN23F_RS07120	SPN23F_RS07120
cds-WP_000936188.1	WP_000936188.1
gene-SPN23F_RS07125	SPN23F_RS07125
cds-WP_000071674.1	WP_000071674.1
gene-SPN23F_RS07130	SPN23F_RS07130
cds-WP_000872215.1	WP_000872215.1
gene-SPN23F_RS07135	SPN23F_RS07135
cds-WP_001102210.1	WP_001102210.1
gene-SPN23F_RS07140	SPN23F_RS07140
cds-WP_000290657.1	WP_000290657.1
gene-SPN23F_RS07145	SPN23F_RS07145
cds-WP_000972931.1	WP_000972931.1
gene-SPN23F_RS07150	SPN23F_RS07150
cds-WP_000526284.1	WP_000526284.1
gene-SPN23F_RS07155	SPN23F_RS07155
cds-WP_000930000.1	WP_000930000.1
gene-SPN23F_RS07170	def
cds-WP_001272961.1	WP_001272961.1
gene-SPN23F_RS07175	rlmB
cds-WP_000855736.1	WP_000855736.1
gene-SPN23F_RS07180	trxB
cds-WP_000272304.1	WP_000272304.1
gene-SPN23F_RS07185	SPN23F_RS07185
cds-WP_000926600.1	WP_000926600.1
gene-SPN23F_RS07190	SPN23F_RS07190
cds-WP_000590986.1	WP_000590986.1
gene-SPN23F_RS07195	SPN23F_RS07195
cds-WP_001103449.1	WP_001103449.1
gene-SPN23F_RS07200	SPN23F_RS07200
cds-WP_000889093.1	WP_000889093.1
gene-SPN23F_RS07205	SPN23F_RS07205
cds-WP_001170346.1	WP_001170346.1
gene-SPN23F_RS07210	SPN23F_RS07210
cds-WP_000405832.1	WP_000405832.1
gene-SPN23F_RS07215	SPN23F_RS07215
cds-WP_000858730.1	WP_000858730.1
gene-SPN23F_RS07220	trhA
cds-WP_001097986.1	WP_001097986.1
gene-SPN23F_RS07225	pdxT
cds-WP_000689945.1	WP_000689945.1
gene-SPN23F_RS07230	pdxS
cds-WP_000138517.1	WP_000138517.1
gene-SPN23F_RS07235	nox
cds-WP_000036789.1	WP_000036789.1
gene-SPN23F_RS07240	SPN23F_RS07240
cds-WP_000175413.1	WP_000175413.1
gene-SPN23F_RS07245	SPN23F_RS07245
cds-WP_000915925.1	WP_000915925.1
gene-SPN23F_RS07250	SPN23F_RS07250
cds-WP_000673677.1	WP_000673677.1
gene-SPN23F_RS07255	SPN23F_RS07255
cds-WP_000371287.1	WP_000371287.1
gene-SPN23F_RS07260	glyS
cds-WP_000164779.1	WP_000164779.1
gene-SPN23F_RS07265	glyQ
cds-WP_000038750.1	WP_000038750.1
gene-SPN23F_RS07270	SPN23F_RS07270
cds-WP_000369575.1	WP_000369575.1
gene-SPN23F_RS07275	SPN23F_RS07275
cds-WP_001099689.1	WP_001099689.1
gene-SPN23F_RS07280	pgdA
cds-WP_048814490.1	WP_048814490.1
cds-SPN23F_RS07285	
gene-SPN23F_RS07290	SPN23F_RS07290
cds-WP_000915899.1	WP_000915899.1
gene-SPN23F_RS07295	SPN23F_RS07295
cds-WP_000850582.1	WP_000850582.1
cds-SPN23F_RS12425	
cds-SPN23F_RS12435	
gene-SPN23F_RS07335	tuf
cds-WP_001040724.1	WP_001040724.1
gene-SPN23F_RS07340	SPN23F_RS07340
cds-WP_001155339.1	WP_001155339.1
gene-SPN23F_RS07345	gla
cds-WP_000348121.1	WP_000348121.1
gene-SPN23F_RS07350	SPN23F_RS07350
cds-WP_000248992.1	WP_000248992.1
gene-SPN23F_RS07355	SPN23F_RS07355
cds-WP_001021423.1	WP_001021423.1
gene-SPN23F_RS07360	SPN23F_RS07360
cds-WP_000935666.1	WP_000935666.1
gene-SPN23F_RS14215	SPN23F_RS14215
cds-WP_024266129.1	WP_024266129.1
cds-SPN23F_RS13940	
gene-SPN23F_RS07385	SPN23F_RS07385
cds-WP_000121714.1	WP_000121714.1
gene-SPN23F_RS07390	SPN23F_RS07390
cds-WP_000434650.1	WP_000434650.1
gene-SPN23F_RS07395	SPN23F_RS07395
cds-WP_000759191.1	WP_000759191.1
gene-SPN23F_RS07400	SPN23F_RS07400
cds-WP_000891765.1	WP_000891765.1
gene-SPN23F_RS07405	SPN23F_RS07405
cds-WP_000120830.1	WP_000120830.1
gene-SPN23F_RS07410	SPN23F_RS07410
cds-WP_001065962.1	WP_001065962.1
gene-SPN23F_RS07415	SPN23F_RS07415
cds-WP_000435455.1	WP_000435455.1
gene-SPN23F_RS07420	SPN23F_RS07420
cds-WP_000665619.1	WP_000665619.1
gene-SPN23F_RS07425	SPN23F_RS07425
cds-WP_000068050.1	WP_000068050.1
gene-SPN23F_RS07430	atpD
cds-WP_000094354.1	WP_000094354.1
gene-SPN23F_RS07435	SPN23F_RS07435
cds-WP_000301210.1	WP_000301210.1
gene-SPN23F_RS07440	atpA
cds-WP_000996644.1	WP_000996644.1
gene-SPN23F_RS07445	SPN23F_RS07445
cds-WP_000359036.1	WP_000359036.1
gene-SPN23F_RS07450	atpF
cds-WP_000558554.1	WP_000558554.1
gene-SPN23F_RS07455	atpB
cds-WP_000392851.1	WP_000392851.1
gene-SPN23F_RS07460	SPN23F_RS07460
cds-WP_001054562.1	WP_001054562.1
gene-SPN23F_RS07465	SPN23F_RS07465
cds-WP_001153871.1	WP_001153871.1
gene-SPN23F_RS07470	SPN23F_RS07470
cds-WP_000428147.1	WP_000428147.1
gene-SPN23F_RS07480	greA
cds-WP_000818760.1	WP_000818760.1
gene-SPN23F_RS07485	mltG
cds-WP_001291665.1	WP_001291665.1
gene-SPN23F_RS07490	SPN23F_RS07490
cds-WP_000702436.1	WP_000702436.1
gene-SPN23F_RS07495	SPN23F_RS07495
cds-WP_000405297.1	WP_000405297.1
gene-SPN23F_RS07500	murC
cds-WP_000048117.1	WP_000048117.1
gene-SPN23F_RS07505	SPN23F_RS07505
cds-WP_000808221.1	WP_000808221.1
gene-SPN23F_RS07510	SPN23F_RS07510
cds-WP_001096217.1	WP_001096217.1
gene-SPN23F_RS07515	SPN23F_RS07515
cds-WP_000521362.1	WP_000521362.1
gene-SPN23F_RS07520	SPN23F_RS07520
cds-WP_000031964.1	WP_000031964.1
gene-SPN23F_RS13945	SPN23F_RS13945
cds-WP_001833285.1	WP_001833285.1
cds-SPN23F_RS13950	
gene-SPN23F_RS07530	SPN23F_RS07530
cds-WP_000748875.1	WP_000748875.1
gene-SPN23F_RS07535	SPN23F_RS07535
cds-WP_000017793.1	WP_000017793.1
gene-SPN23F_RS07540	SPN23F_RS07540
cds-WP_000590317.1	WP_000590317.1
gene-SPN23F_RS07545	SPN23F_RS07545
cds-WP_000051196.1	WP_000051196.1
cds-SPN23F_RS07550	
gene-SPN23F_RS07555	SPN23F_RS07555
cds-WP_000892254.1	WP_000892254.1
gene-SPN23F_RS07560	SPN23F_RS07560
cds-WP_000036043.1	WP_000036043.1
gene-SPN23F_RS07565	SPN23F_RS07565
cds-WP_000349601.1	WP_000349601.1
gene-SPN23F_RS07570	SPN23F_RS07570
cds-WP_000390785.1	WP_000390785.1
gene-SPN23F_RS07575	SPN23F_RS07575
cds-WP_000689596.1	WP_000689596.1
gene-SPN23F_RS07580	SPN23F_RS07580
cds-WP_000339024.1	WP_000339024.1
gene-SPN23F_RS07585	rpsR
cds-WP_000068664.1	WP_000068664.1
gene-SPN23F_RS07590	ssbA
cds-WP_000609607.1	WP_000609607.1
gene-SPN23F_RS07595	rpsF
cds-WP_001151785.1	WP_001151785.1
gene-SPN23F_RS07600	asnS
cds-WP_000167151.1	WP_000167151.1
gene-SPN23F_RS13035	SPN23F_RS13035
cds-WP_000565218.1	WP_000565218.1
gene-SPN23F_RS07610	SPN23F_RS07610
cds-WP_000777782.1	WP_000777782.1
gene-SPN23F_RS07615	SPN23F_RS07615
cds-WP_000747267.1	WP_000747267.1
gene-SPN23F_RS07625	SPN23F_RS07625
cds-WP_000039618.1	WP_000039618.1
gene-SPN23F_RS07630	SPN23F_RS07630
cds-WP_000682799.1	WP_000682799.1
gene-SPN23F_RS07635	SPN23F_RS07635
cds-WP_001245198.1	WP_001245198.1
gene-SPN23F_RS07640	yaaA
cds-WP_000697794.1	WP_000697794.1
gene-SPN23F_RS07645	SPN23F_RS07645
cds-WP_000508271.1	WP_000508271.1
gene-SPN23F_RS07650	SPN23F_RS07650
cds-WP_000822856.1	WP_000822856.1
gene-SPN23F_RS07655	SPN23F_RS07655
cds-WP_000412220.1	WP_000412220.1
gene-SPN23F_RS07660	yghU
cds-WP_001277408.1	WP_001277408.1
gene-SPN23F_RS07665	SPN23F_RS07665
cds-WP_000032458.1	WP_000032458.1
gene-SPN23F_RS07670	mntE
cds-WP_000813909.1	WP_000813909.1
gene-SPN23F_RS07675	SPN23F_RS07675
cds-WP_001279155.1	WP_001279155.1
gene-SPN23F_RS07680	SPN23F_RS07680
cds-WP_078134417.1	WP_078134417.1
gene-SPN23F_RS07685	dapB
cds-WP_000027902.1	WP_000027902.1
gene-SPN23F_RS07690	SPN23F_RS07690
cds-WP_000762070.1	WP_000762070.1
gene-SPN23F_RS07695	SPN23F_RS07695
cds-WP_001050086.1	WP_001050086.1
gene-SPN23F_RS07700	glmM
cds-WP_000521404.1	WP_000521404.1
gene-SPN23F_RS07705	SPN23F_RS07705
cds-WP_000742290.1	WP_000742290.1
gene-SPN23F_RS07710	cdaA
cds-WP_001011066.1	WP_001011066.1
gene-SPN23F_RS07720	SPN23F_RS07720
cds-WP_000080998.1	WP_000080998.1
gene-SPN23F_RS07725	SPN23F_RS07725
cds-WP_000350453.1	WP_000350453.1
gene-SPN23F_RS07730	SPN23F_RS07730
cds-WP_001186206.1	WP_001186206.1
gene-SPN23F_RS07735	SPN23F_RS07735
cds-WP_000687454.1	WP_000687454.1
gene-SPN23F_RS07740	SPN23F_RS07740
cds-WP_000922099.1	WP_000922099.1
gene-SPN23F_RS07745	SPN23F_RS07745
cds-WP_000159973.1	WP_000159973.1
gene-SPN23F_RS07750	SPN23F_RS07750
cds-WP_000927607.1	WP_000927607.1
gene-SPN23F_RS07755	SPN23F_RS07755
cds-WP_000161549.1	WP_000161549.1
gene-SPN23F_RS07760	SPN23F_RS07760
cds-WP_000763178.1	WP_000763178.1
gene-SPN23F_RS07765	SPN23F_RS07765
cds-WP_000062049.1	WP_000062049.1
gene-SPN23F_RS07770	SPN23F_RS07770
cds-WP_000129838.1	WP_000129838.1
gene-SPN23F_RS07775	SPN23F_RS07775
cds-WP_000198230.1	WP_000198230.1
gene-SPN23F_RS07780	SPN23F_RS07780
cds-WP_001208881.1	WP_001208881.1
gene-SPN23F_RS07785	SPN23F_RS07785
cds-WP_001017359.1	WP_001017359.1
gene-SPN23F_RS07790	SPN23F_RS07790
cds-WP_000565932.1	WP_000565932.1
gene-SPN23F_RS07795	SPN23F_RS07795
cds-WP_000221834.1	WP_000221834.1
gene-SPN23F_RS07800	SPN23F_RS07800
cds-WP_001240344.1	WP_001240344.1
gene-SPN23F_RS07805	SPN23F_RS07805
cds-WP_001139818.1	WP_001139818.1
gene-SPN23F_RS07810	SPN23F_RS07810
cds-WP_000896122.1	WP_000896122.1
gene-SPN23F_RS07815	SPN23F_RS07815
cds-WP_000730218.1	WP_000730218.1
gene-SPN23F_RS13580	SPN23F_RS13580
cds-WP_000169861.1	WP_000169861.1
gene-SPN23F_RS07820	SPN23F_RS07820
cds-WP_000051860.1	WP_000051860.1
gene-SPN23F_RS07825	SPN23F_RS07825
cds-WP_000143806.1	WP_000143806.1
gene-SPN23F_RS07830	SPN23F_RS07830
cds-WP_001136857.1	WP_001136857.1
gene-SPN23F_RS07835	SPN23F_RS07835
cds-WP_000057536.1	WP_000057536.1
gene-SPN23F_RS07840	SPN23F_RS07840
cds-WP_000425577.1	WP_000425577.1
gene-SPN23F_RS07845	SPN23F_RS07845
cds-WP_000162611.1	WP_000162611.1
gene-SPN23F_RS07850	SPN23F_RS07850
cds-WP_001067626.1	WP_001067626.1
gene-SPN23F_RS07855	SPN23F_RS07855
cds-WP_000612390.1	WP_000612390.1
gene-SPN23F_RS13290	SPN23F_RS13290
cds-WP_158302876.1	WP_158302876.1
gene-SPN23F_RS07860	SPN23F_RS07860
cds-WP_000194857.1	WP_000194857.1
gene-SPN23F_RS07865	SPN23F_RS07865
cds-WP_001021764.1	WP_001021764.1
gene-SPN23F_RS07870	SPN23F_RS07870
cds-WP_000969681.1	WP_000969681.1
gene-SPN23F_RS07875	SPN23F_RS07875
cds-WP_000573750.1	WP_000573750.1
gene-SPN23F_RS07880	SPN23F_RS07880
cds-WP_000667209.1	WP_000667209.1
gene-SPN23F_RS07885	SPN23F_RS07885
cds-WP_001286809.1	WP_001286809.1
gene-SPN23F_RS07890	SPN23F_RS07890
cds-WP_000206142.1	WP_000206142.1
gene-SPN23F_RS07895	SPN23F_RS07895
cds-WP_000358623.1	WP_000358623.1
gene-SPN23F_RS07900	SPN23F_RS07900
cds-WP_000161128.1	WP_000161128.1
gene-SPN23F_RS07905	SPN23F_RS07905
cds-WP_000670026.1	WP_000670026.1
gene-SPN23F_RS07910	ssb
cds-WP_000609575.1	WP_000609575.1
gene-SPN23F_RS13585	SPN23F_RS13585
cds-WP_001203349.1	WP_001203349.1
gene-SPN23F_RS07915	SPN23F_RS07915
cds-WP_000237811.1	WP_000237811.1
gene-SPN23F_RS07920	SPN23F_RS07920
cds-WP_000774582.1	WP_000774582.1
gene-SPN23F_RS07925	SPN23F_RS07925
cds-WP_001134282.1	WP_001134282.1
gene-SPN23F_RS07930	SPN23F_RS07930
cds-WP_000717373.1	WP_000717373.1
gene-SPN23F_RS07935	SPN23F_RS07935
cds-WP_000450965.1	WP_000450965.1
gene-SPN23F_RS07940	SPN23F_RS07940
cds-WP_001814284.1	WP_001814284.1
gene-SPN23F_RS07945	SPN23F_RS07945
cds-WP_001112906.1	WP_001112906.1
gene-SPN23F_RS07950	SPN23F_RS07950
cds-WP_000464163.1	WP_000464163.1
gene-SPN23F_RS07955	SPN23F_RS07955
cds-WP_000136430.1	WP_000136430.1
gene-SPN23F_RS07960	SPN23F_RS07960
cds-WP_001020945.1	WP_001020945.1
gene-SPN23F_RS07965	SPN23F_RS07965
cds-WP_000266853.1	WP_000266853.1
gene-SPN23F_RS07970	whiA
cds-WP_000011276.1	WP_000011276.1
gene-SPN23F_RS07975	SPN23F_RS07975
cds-WP_001231086.1	WP_001231086.1
gene-SPN23F_RS07980	rapZ
cds-WP_000163035.1	WP_000163035.1
gene-SPN23F_RS07985	SPN23F_RS07985
cds-WP_001140412.1	WP_001140412.1
gene-SPN23F_RS07990	yihA
cds-WP_000422605.1	WP_000422605.1
gene-SPN23F_RS07995	clpX
cds-WP_000106354.1	WP_000106354.1
gene-SPN23F_RS13590	SPN23F_RS13590
cds-WP_000442276.1	WP_000442276.1
gene-SPN23F_RS08005	SPN23F_RS08005
cds-WP_000162437.1	WP_000162437.1
gene-SPN23F_RS08010	SPN23F_RS08010
cds-WP_000229856.1	WP_000229856.1
gene-SPN23F_RS08015	lytC
cds-WP_012386833.1	WP_012386833.1
gene-SPN23F_RS08020	tpiA
cds-WP_000087897.1	WP_000087897.1
gene-SPN23F_RS08025	SPN23F_RS08025
cds-WP_000221614.1	WP_000221614.1
gene-SPN23F_RS08030	metA
cds-WP_001122712.1	WP_001122712.1
gene-SPN23F_RS08035	SPN23F_RS08035
cds-WP_001049323.1	WP_001049323.1
gene-SPN23F_RS08040	SPN23F_RS08040
cds-WP_001287230.1	WP_001287230.1
gene-SPN23F_RS13295	SPN23F_RS13295
cds-WP_000403103.1	WP_000403103.1
gene-SPN23F_RS08050	SPN23F_RS08050
cds-WP_000229959.1	WP_000229959.1
gene-SPN23F_RS08055	SPN23F_RS08055
gene-SPN23F_RS08060	SPN23F_RS08060
cds-WP_000158722.1	WP_000158722.1
gene-SPN23F_RS08065	codY
cds-WP_000940733.1	WP_000940733.1
gene-SPN23F_RS08070	SPN23F_RS08070
cds-WP_000671107.1	WP_000671107.1
gene-SPN23F_RS08075	SPN23F_RS08075
cds-WP_000841572.1	WP_000841572.1
gene-SPN23F_RS08080	SPN23F_RS08080
cds-WP_000958925.1	WP_000958925.1
gene-SPN23F_RS08085	murT
cds-WP_001050251.1	WP_001050251.1
gene-SPN23F_RS08090	gatD
cds-WP_000263202.1	WP_000263202.1
gene-SPN23F_RS08095	SPN23F_RS08095
cds-WP_000040907.1	WP_000040907.1
cds-SPN23F_RS14260	
cds-SPN23F_RS13595	
gene-SPN23F_RS08115	SPN23F_RS08115
cds-WP_000814982.1	WP_000814982.1
gene-SPN23F_RS08120	SPN23F_RS08120
cds-WP_000794775.1	WP_000794775.1
gene-SPN23F_RS08125	truA
cds-WP_000199207.1	WP_000199207.1
gene-SPN23F_RS08135	SPN23F_RS08135
cds-WP_000808711.1	WP_000808711.1
gene-SPN23F_RS08140	SPN23F_RS08140
cds-WP_000033951.1	WP_000033951.1
gene-SPN23F_RS08145	SPN23F_RS08145
cds-WP_001061594.1	WP_001061594.1
gene-SPN23F_RS08150	cmk
cds-WP_000849378.1	WP_000849378.1
gene-SPN23F_RS08155	SPN23F_RS08155
cds-WP_001040912.1	WP_001040912.1
gene-SPN23F_RS12485	SPN23F_RS12485
cds-WP_000705155.1	WP_000705155.1
gene-SPN23F_RS08165	SPN23F_RS08165
cds-WP_001814295.1	WP_001814295.1
gene-SPN23F_RS08170	galE
cds-WP_001156525.1	WP_001156525.1
gene-SPN23F_RS14135	SPN23F_RS14135
cds-WP_001812292.1	WP_001812292.1
gene-SPN23F_RS08175	SPN23F_RS08175
cds-WP_000754652.1	WP_000754652.1
gene-SPN23F_RS08180	SPN23F_RS08180
cds-WP_000881171.1	WP_000881171.1
gene-SPN23F_RS08185	SPN23F_RS08185
cds-WP_000624092.1	WP_000624092.1
gene-SPN23F_RS08190	SPN23F_RS08190
cds-WP_000360036.1	WP_000360036.1
gene-SPN23F_RS08195	SPN23F_RS08195
cds-WP_000500194.1	WP_000500194.1
gene-SPN23F_RS08200	SPN23F_RS08200
cds-WP_000531723.1	WP_000531723.1
gene-SPN23F_RS08205	rpsO
cds-WP_001018251.1	WP_001018251.1
gene-SPN23F_RS08210	SPN23F_RS08210
cds-WP_000762099.1	WP_000762099.1
gene-SPN23F_RS08215	SPN23F_RS08215
cds-WP_001814296.1	WP_001814296.1
gene-SPN23F_RS08220	SPN23F_RS08220
cds-WP_000422781.1	WP_000422781.1
gene-SPN23F_RS08225	thrS
cds-WP_000608357.1	WP_000608357.1
gene-SPN23F_RS08230	SPN23F_RS08230
cds-WP_000887954.1	WP_000887954.1
gene-SPN23F_RS08235	SPN23F_RS08235
cds-WP_000548961.1	WP_000548961.1
gene-SPN23F_RS08240	SPN23F_RS08240
cds-WP_001273817.1	WP_001273817.1
gene-SPN23F_RS08245	SPN23F_RS08245
cds-WP_000281608.1	WP_000281608.1
gene-SPN23F_RS08250	SPN23F_RS08250
cds-WP_001166786.1	WP_001166786.1
gene-SPN23F_RS08255	SPN23F_RS08255
cds-WP_000160934.1	WP_000160934.1
gene-SPN23F_RS08260	SPN23F_RS08260
cds-WP_000188505.1	WP_000188505.1
gene-SPN23F_RS08270	SPN23F_RS08270
cds-WP_001814297.1	WP_001814297.1
gene-SPN23F_RS08275	SPN23F_RS08275
cds-WP_000737917.1	WP_000737917.1
gene-SPN23F_RS08280	SPN23F_RS08280
cds-WP_000720032.1	WP_000720032.1
gene-SPN23F_RS08285	dtd
cds-WP_000691400.1	WP_000691400.1
gene-SPN23F_RS08290	SPN23F_RS08290
cds-WP_001123803.1	WP_001123803.1
gene-SPN23F_RS08300	SPN23F_RS08300
cds-WP_000690854.1	WP_000690854.1
gene-SPN23F_RS08305	pepO
cds-WP_000199277.1	WP_000199277.1
gene-SPN23F_RS08310	SPN23F_RS08310
cds-WP_000619143.1	WP_000619143.1
gene-SPN23F_RS08315	SPN23F_RS08315
cds-WP_000559784.1	WP_000559784.1
gene-SPN23F_RS08320	psaA
cds-WP_000733056.1	WP_000733056.1
gene-SPN23F_RS08325	tpx
cds-WP_000256028.1	WP_000256028.1
gene-SPN23F_RS08330	SPN23F_RS08330
cds-WP_000595843.1	WP_000595843.1
gene-SPN23F_RS08335	SPN23F_RS08335
cds-WP_000323365.1	WP_000323365.1
gene-SPN23F_RS08340	SPN23F_RS08340
cds-WP_000620757.1	WP_000620757.1
gene-SPN23F_RS08345	SPN23F_RS08345
cds-WP_000240132.1	WP_000240132.1
gene-SPN23F_RS13640	SPN23F_RS13640
cds-WP_000572965.1	WP_000572965.1
gene-SPN23F_RS08360	SPN23F_RS08360
cds-WP_000769849.1	WP_000769849.1
gene-SPN23F_RS08365	ileS
cds-WP_000768038.1	WP_000768038.1
gene-SPN23F_RS08380	divIVA
cds-WP_001810114.1	WP_001810114.1
gene-SPN23F_RS08385	SPN23F_RS08385
cds-WP_001032415.1	WP_001032415.1
gene-SPN23F_RS08390	SPN23F_RS08390
cds-WP_000576513.1	WP_000576513.1
gene-SPN23F_RS08395	SPN23F_RS08395
cds-WP_000053385.1	WP_000053385.1
gene-SPN23F_RS08400	SPN23F_RS08400
cds-WP_001101082.1	WP_001101082.1
gene-SPN23F_RS08405	ftsZ
cds-WP_000144280.1	WP_000144280.1
gene-SPN23F_RS08410	ftsA
cds-WP_000090397.1	WP_000090397.1
gene-SPN23F_RS08415	SPN23F_RS08415
cds-WP_001055251.1	WP_001055251.1
gene-SPN23F_RS08420	SPN23F_RS08420
cds-WP_000994194.1	WP_000994194.1
gene-SPN23F_RS08425	SPN23F_RS08425
cds-WP_000778689.1	WP_000778689.1
gene-SPN23F_RS08430	SPN23F_RS08430
cds-WP_000814694.1	WP_000814694.1
gene-SPN23F_RS08435	recR
cds-WP_000966746.1	WP_000966746.1
gene-SPN23F_RS08440	pbp2b
cds-WP_078134415.1	WP_078134415.1
gene-SPN23F_RS08445	SPN23F_RS08445
cds-WP_000360349.1	WP_000360349.1
gene-SPN23F_RS08450	SPN23F_RS08450
cds-WP_000222979.1	WP_000222979.1
gene-SPN23F_RS08455	SPN23F_RS08455
cds-WP_001281530.1	WP_001281530.1
gene-SPN23F_RS08460	SPN23F_RS08460
cds-WP_000057490.1	WP_000057490.1
gene-SPN23F_RS13955	SPN23F_RS13955
cds-WP_001814705.1	WP_001814705.1
gene-SPN23F_RS08470	SPN23F_RS08470
cds-WP_000254914.1	WP_000254914.1
gene-SPN23F_RS08475	SPN23F_RS08475
cds-WP_000575466.1	WP_000575466.1
gene-SPN23F_RS08480	SPN23F_RS08480
cds-WP_001192007.1	WP_001192007.1
gene-SPN23F_RS08485	SPN23F_RS08485
cds-WP_161802579.1	WP_161802579.1
gene-SPN23F_RS08490	SPN23F_RS08490
cds-WP_000672136.1	WP_000672136.1
gene-SPN23F_RS08495	SPN23F_RS08495
cds-WP_000477439.1	WP_000477439.1
gene-SPN23F_RS08500	SPN23F_RS08500
cds-WP_001135651.1	WP_001135651.1
gene-SPN23F_RS08505	SPN23F_RS08505
cds-WP_000241719.1	WP_000241719.1
gene-SPN23F_RS08510	nanB
cds-WP_001042145.1	WP_001042145.1
gene-SPN23F_RS08515	SPN23F_RS08515
cds-WP_000730470.1	WP_000730470.1
gene-SPN23F_RS08520	SPN23F_RS08520
cds-WP_000237989.1	WP_000237989.1
gene-SPN23F_RS08525	SPN23F_RS08525
cds-WP_000738769.1	WP_000738769.1
gene-SPN23F_RS08530	SPN23F_RS08530
cds-WP_000587470.1	WP_000587470.1
gene-SPN23F_RS08535	nanA
cds-WP_012636588.1	WP_012636588.1
gene-SPN23F_RS08540	SPN23F_RS08540
cds-WP_000576349.1	WP_000576349.1
gene-SPN23F_RS13300	SPN23F_RS13300
cds-WP_000361700.1	WP_000361700.1
gene-SPN23F_RS08550	SPN23F_RS08550
cds-WP_000795116.1	WP_000795116.1
gene-SPN23F_RS08555	recG
cds-WP_001048748.1	WP_001048748.1
gene-SPN23F_RS08560	alr
cds-WP_000648075.1	WP_000648075.1
gene-SPN23F_RS08565	acpS
cds-WP_000635008.1	WP_000635008.1
gene-SPN23F_RS08570	SPN23F_RS08570
cds-WP_000864060.1	WP_000864060.1
gene-SPN23F_RS08575	SPN23F_RS08575
cds-WP_000232209.1	WP_000232209.1
gene-SPN23F_RS08580	secA
cds-WP_001274091.1	WP_001274091.1
gene-SPN23F_RS08585	SPN23F_RS08585
cds-WP_000940707.1	WP_000940707.1
gene-SPN23F_RS08590	SPN23F_RS08590
cds-WP_001235287.1	WP_001235287.1
gene-SPN23F_RS08595	SPN23F_RS08595
cds-WP_000475771.1	WP_000475771.1
gene-SPN23F_RS08600	SPN23F_RS08600
cds-WP_000701265.1	WP_000701265.1
gene-SPN23F_RS08605	SPN23F_RS08605
cds-WP_000694288.1	WP_000694288.1
gene-SPN23F_RS08610	rgg1518
cds-WP_001267153.1	WP_001267153.1
gene-SPN23F_RS08615	SPN23F_RS08615
cds-WP_000400504.1	WP_000400504.1
gene-SPN23F_RS08620	SPN23F_RS08620
cds-WP_000400493.1	WP_000400493.1
gene-SPN23F_RS08625	der
cds-WP_001207696.1	WP_001207696.1
gene-SPN23F_RS08630	SPN23F_RS08630
cds-WP_000140849.1	WP_000140849.1
gene-SPN23F_RS08635	dnaI
cds-WP_000446527.1	WP_000446527.1
gene-SPN23F_RS08640	SPN23F_RS08640
cds-WP_000802391.1	WP_000802391.1
gene-SPN23F_RS08645	nrdR
